session_id,participant_id,sleep_duration,screen_time,screen_time_source,social_media_time,notification_count,study_time,median_rt,sd_rt,n_valid_trials,cv_rt,ies_switch,ies_repeat,switch_cost_ies,omission_errors,commission_errors,sustained_attention_score
4c8ab3be-9ca0-4c74-bd98-8ad05f368513,P002,8.49,176.9,self_report,26.7,77,177.3,372.1,55.44458232490957,49,0.14900452116342264,461.54374999999993,456.64000000000016,4.903749999999775,2,1,-0.015636979134362197
ff75c8e3-0b14-41ba-b595-dbe14847e04c,P002,7.96,156.8,self_report,83.4,33,34.8,351.0,58.397533762094355,45,0.1663747400629469,500.2311111111112,451.4062222222222,48.82488888888901,0,2,0.26588417489218574
e86b4e0f-a263-43fc-b590-60b88419f4cb,P002,7.82,195.7,self_report,118.1,90,87.7,349.8,56.057450031923786,49,0.16025571764415034,552.130612244898,504.3408284023668,47.789783842531165,1,3,-0.5718806366112361
73839937-acd2-41cc-8d3f-561fee29e635,P002,7.92,190.6,self_report,174.9,85,127.0,367.1,60.733193834453765,48,0.16544046263811976,467.55625,421.7742222222222,45.782027777777785,3,1,-0.38873230097768546
0a47f724-2294-4c82-b189-d4af212d1ac0,P002,9.91,250.2,self_report,123.9,49,126.8,346.6,55.767262663986074,49,0.16089804577030026,538.1551020408164,413.6817777777778,124.47332426303853,1,2,-0.10721114695113756
8f365903-9eb2-4eb7-a146-2dbd3ccdda1e,P002,8.1,211.8,self_report,112.3,63,102.4,354.0,62.48633966362425,49,0.17651508379554873,459.75,450.04088888888884,9.709111111111156,1,0,0.8221278323690597
19abf2fe-3a0f-4cef-aaed-99cc162c05fc,P003,8.81,193.0,self_report,97.5,27,26.3,384.3,51.35847198425806,49,0.13364161328196217,480.39374999999995,461.00625,19.387499999999932,2,2,-0.4803064687944608
b050c6ba-0d24-4d37-8b8f-aed26767f727,P003,9.72,301.3,self_report,119.1,57,70.6,382.85,59.125549434388915,50,0.15443528649442056,507.95624999999995,519.2408163265306,-11.284566326530694,2,1,-0.015636979134362197
5f84e5fb-36a0-40ac-a2e1-e3b75c464189,P003,8.91,177.2,self_report,144.4,18,117.6,380.0,53.77520570139133,48,0.14151369921418772,569.7224489795918,457.28711111111113,112.4353378684807,2,1,-0.015636979134362197
9415cbd7-6f3e-4c17-8006-d64c6f875ee8,P003,7.84,239.5,self_report,101.4,85,85.7,399.8,58.297532276276876,48,0.1458167390602223,505.3375,619.5218934911242,-114.18439349112418,2,0,0.44903251052573645
a2320aeb-2485-4926-977d-b0a613b2f578,P003,9.07,277.3,self_report,155.0,65,115.8,376.9,69.5484649897011,47,0.18452763329716398,505.8702222222222,652.0555555555557,-146.18533333333346,4,1,-0.7618276228210088
6dc95f7a-ec37-4e88-81a0-f3ab74e590eb,P003,8.01,125.6,self_report,160.5,112,15.3,375.8,55.63121264549393,50,0.14803409432010092,643.2189349112425,600.1420118343195,43.07692307692298,0,2,0.26588417489218574
bb8df596-f6f7-422d-9dcd-3aa2cd8fc816,P003,8.48,108.0,self_report,89.6,107,78.6,387.15,61.09353948967015,48,0.1578032790641099,484.63124999999997,483.1431111111111,1.488138888888841,0,1,0.7305536645522843
122cb7d8-7618-4351-ac51-d36d6e06f7e2,P003,7.81,264.2,self_report,67.3,33,63.3,375.9,65.7788383770289,49,0.17499025905035623,519.8008888888888,482.41066666666666,37.39022222222218,1,1,0.35745834270896104
19ac0452-e02a-496c-bb73-c944bc27d0c5,P003,7.97,233.0,self_report,48.8,59,134.7,376.3,65.98381251705386,50,0.1753489569945625,520.3697777777778,484.0035555555556,36.366222222222234,1,2,-0.10721114695113756
a94e1f7a-87c8-480b-9226-cb936b4ffa9b,P003,7.88,186.1,self_report,190.3,40,64.9,378.65,59.80580182338155,48,0.15794480872410288,599.2426035502959,531.7469387755102,67.49566477478572,2,1,-0.015636979134362197
7f3a1321-546d-4d93-afa0-25f0cd057997,P004,6.24,214.4,self_report,93.2,49,139.1,314.05,61.673391477298026,48,0.1963808039398122,416.51875,406.0871111111111,10.431638888888926,2,0,0.44903251052573645
757711e5-82ed-442b-a3af-92d358c5b210,P004,6.79,85.0,self_report,77.9,85,7.0,313.8,64.35299296910465,49,0.20507645942990646,437.575,406.9831111111112,30.591888888888775,1,1,0.35745834270896104
b099653c-7366-4619-89d0-5339bfae143f,P004,6.54,305.0,self_report,89.0,45,89.7,318.4,54.44066716615988,49,0.1709819948685926,424.2125,444.5653333333333,-20.352833333333308,1,1,0.35745834270896104
d6bb6d9b-6f56-4e6a-ad34-8eff95c2f4a6,P004,6.37,278.2,self_report,111.7,32,29.1,339.9,56.32982046367082,49,0.1657246850946479,462.6488888888889,382.10625000000005,80.54263888888886,2,0,0.44903251052573645
6b472aba-6f79-4085-af86-2498b2ca68b2,P004,6.19,227.4,self_report,78.1,81,66.9,343.15,53.24616857657561,48,0.15516878501114853,410.5625,411.38488888888884,-0.8223888888888382,1,5,-1.5012196159314337
9fbb0965-3dd8-4409-bc84-b842b5cecf16,P004,6.16,192.4,self_report,177.5,47,67.5,329.65,67.43611764674259,50,0.20456883860683328,467.0079999999999,479.3224489795919,-12.314448979591987,3,3,-1.3180712802978827
a9603186-2705-4411-9df5-5c5daae3b379,P004,6.03,106.7,self_report,127.7,49,36.8,321.9,63.64784786161247,49,0.19772552923769018,489.5428571428571,406.11555555555555,83.42730158730154,1,1,0.35745834270896104
fd97d523-8598-4d84-819a-443c25b6b5dd,P004,6.18,232.7,self_report,106.8,72,28.5,340.8,55.642044043206425,50,0.16326890857748363,398.11875,409.95102040816334,-11.832270408163367,0,2,0.26588417489218574
9b87289c-2367-439f-b5c4-15cdd44666a1,P004,6.49,253.2,self_report,95.8,34,70.3,317.85,59.57221308150782,50,0.18742241019823128,472.7964444444445,516.9666666666668,-44.17022222222232,3,2,-0.8534017906377841
fe2f6da2-b10e-478b-9696-0d7314673a95,P004,5.57,182.2,self_report,88.3,76,127.6,356.4,64.28347119102506,49,0.18036888661903777,419.53422222222224,414.66938775510204,4.864834467120204,3,2,-0.8534017906377841
867a3ccd-564c-4960-a872-fd94dd631305,P005,7.51,325.3,self_report,49.1,59,105.7,350.20000000000005,54.41652140130273,48,0.1553869828706531,443.2375,405.5751111111111,37.66238888888893,2,0,0.44903251052573645
146ebf19-5e37-413f-8d48-41f870c27e84,P005,8.57,179.7,self_report,93.2,86,73.9,342.7,59.594517392439265,47,0.17389704520700108,535.3061224489796,445.62488888888885,89.68123356009079,1,1,0.35745834270896104
252098a9-ede4-49a0-94f6-747218d06f8d,P005,8.28,163.4,self_report,86.7,25,128.1,338.95,70.95421176608855,50,0.20933533490511447,457.325,496.9372781065089,-39.61227810650894,1,0,0.8221278323690597
ac4d5f45-f922-4a3f-8b8a-768565f48a68,P005,8.39,266.5,self_report,67.7,98,149.2,368.7,69.13999748120246,49,0.18752372519989818,478.47822222222226,446.9875,31.490722222222246,0,0,1.195223154212383
edd9a8b6-ec62-4f90-a093-c6248ac96a1d,P005,7.18,327.2,self_report,70.9,32,48.4,360.15,68.35407500680161,48,0.18979335001194395,501.568,459.6622222222222,41.90577777777776,2,1,-0.015636979134362197
8d6e5980-1d8e-441a-8c7a-94ab331cacf9,P005,7.63,413.7,self_report,103.7,87,110.9,360.5,58.64999612018708,50,0.1626906965885911,501.92653061224485,389.975,111.95153061224482,4,3,-1.691166602141206
725973af-b348-4c40-ac95-b584c16159b5,P005,6.05,410.0,self_report,40.3,65,169.6,360.9,60.7873571486345,49,0.16843268813697562,510.4213333333334,478.44897959183675,31.972353741496647,2,1,-0.015636979134362197
bbd5114d-634c-476f-a68d-907bb59f7177,P005,7.93,265.6,self_report,94.4,65,124.1,347.75,66.02196735081695,48,0.18985468684634638,498.7946666666666,395.38488888888884,103.40977777777778,1,0,0.8221278323690597
445acf37-4c9e-4031-8b6d-de8e34110dcb,P005,8.48,98.0,self_report,90.1,123,72.6,357.3,62.07116389882748,49,0.1737228208755317,468.9625,416.42499999999995,52.53750000000002,2,3,-0.9449759584545594
86a8e9f6-e1cd-4d39-b91a-ccf30d37364e,P005,5.44,242.1,self_report,92.5,83,81.8,333.6,49.795241142141684,45,0.14926631037812255,456.7893333333333,412.75625,44.03308333333325,2,1,-0.015636979134362197
b2134d90-9a5c-4d77-a34d-24be402fc2ba,P006,6.54,348.4,self_report,157.8,29,98.3,486.2,46.065489004360785,49,0.09474596668934757,678.4653061224491,564.7755102040817,113.6897959183674,2,1,-0.015636979134362197
99293316-a561-4af6-85e3-dcc3a69d8b3a,P006,6.18,175.0,self_report,62.7,73,181.4,457.9,50.464249149044825,49,0.11020801299201753,695.9836734693879,528.825,167.15867346938785,1,2,-0.10721114695113756
49c459d0-103b-48ac-81e0-acd50256fbde,P006,6.13,183.8,self_report,108.8,57,109.6,450.1,61.74184594880191,47,0.13717361908198603,706.7171597633135,599.7511111111111,106.9660486522024,3,0,0.07593718868241317
7886a084-db86-4db3-8b24-741b0852c787,P006,6.56,154.6,self_report,180.4,104,148.0,454.5,64.55982591712109,49,0.14204582159982637,607.7155555555556,561.9911111111111,45.72444444444454,0,1,0.7305536645522843
84ac2a39-a46e-4e01-8740-8df98b0cddfb,P006,7.15,305.5,self_report,68.2,24,38.0,482.9,62.71609706381508,46,0.12987388085279578,606.3146666666667,560.3697777777778,45.94488888888884,1,0,0.8221278323690597
7e26b3c0-e135-495d-8fba-16903dbb9682,P006,8.07,213.6,self_report,111.4,47,104.8,477.3,58.90284924330564,50,0.12340844174168371,590.56875,611.3877551020407,-20.819005102040705,2,0,0.44903251052573645
e276775f-e46e-4e03-9035-c7d72052c274,P006,7.54,259.5,self_report,130.9,57,134.6,478.6,69.35576797224877,50,0.14491384866746504,566.55,552.3484444444445,14.201555555555501,3,1,-0.38873230097768546
6af13735-ab54-4edb-a9c3-2ffc02d0db7f,P006,5.91,221.5,self_report,104.1,65,133.2,470.95,64.30730888095228,50,0.13654806005085948,573.76875,566.2008888888888,7.567861111111142,1,2,-0.10721114695113756
95ba852e-445a-4bb7-b986-7ec21c33cb1d,P006,6.68,154.0,self_report,140.7,51,102.2,464.2,65.574966641242,49,0.1412644692831581,740.0444444444446,529.0875000000001,210.9569444444445,2,0,0.44903251052573645
1f09f925-6772-4409-b37a-0ffddb998e79,P006,5.34,241.4,self_report,50.7,84,110.9,477.9,52.43676599668872,48,0.109723301939085,558.4437499999999,581.6462222222223,-23.202472222222355,1,0,0.8221278323690597
d7446f63-472f-44c1-8721-352850e8fd6f,P007,4.41,343.9,self_report,98.3,44,69.8,470.2,61.22912493083597,49,0.13021932141819645,542.58125,574.7102040816327,-32.12895408163274,1,3,-0.5718806366112361
99509a74-d422-4737-ac16-b2cc2d9236cf,P007,6.59,213.7,self_report,121.2,45,108.9,492.25,59.09665946205815,48,0.12005415837899065,634.9226666666667,661.5100591715975,-26.58739250493079,0,1,0.7305536645522843
17b6a73a-03f1-4326-b0df-56b543101bea,P007,6.92,312.3,self_report,99.3,53,118.0,472.7,48.98060337319989,49,0.1036187928352018,643.9020408163266,593.2231111111112,50.67892970521541,4,0,-0.2971581331609101
4ae45d10-e5d3-4572-978f-749d6a2d84c4,P007,7.06,279.0,self_report,9.7,97,65.5,463.5,49.91542048433189,48,0.1076923850794647,663.4857142857143,624.0284023668639,39.45731191885034,0,0,1.195223154212383
c1e4501b-18dd-4491-91ac-a655d7ddcd7a,P007,6.22,198.9,self_report,112.2,64,78.4,457.1,60.62541156546707,48,0.13263052191088834,604.8711111111112,515.25,89.62111111111119,1,1,0.35745834270896104
935757b0-d99c-4cf9-b1e3-57764c2594d8,P007,6.88,180.5,self_report,77.8,57,106.3,474.6,51.80565658711189,49,0.10915646141405792,640.4897959183672,611.8530612244898,28.63673469387743,1,2,-0.10721114695113756
df4a928b-cc97-4cda-87f9-6c8cddbfce9a,P007,4.99,254.3,self_report,68.4,49,93.0,472.0,66.45890059041811,49,0.14080275548817398,599.1893333333334,662.7976331360945,-63.60829980276117,3,0,0.07593718868241317
b2ea8a83-90d5-4e16-ad73-01b1e1a9b671,P007,6.78,287.3,self_report,34.8,53,111.0,488.9,67.76666675032041,49,0.1386104862964214,587.6195555555555,558.3359999999999,29.28355555555561,5,3,-2.0642619239845295
0430a9b2-a335-4398-a8a9-f87777897cd9,P007,4.5,348.7,self_report,109.6,76,155.8,482.95,70.02326438478886,50,0.14499071205049976,697.7325443786982,567.616,130.11654437869822,3,1,-0.38873230097768546
3f86cb65-b9af-46b8-a501-73a33bae14e6,P007,6.42,279.5,self_report,114.7,106,52.7,482.65,71.45595168993898,48,0.1480492110016347,601.9413333333333,628.4591715976331,-26.517838264299826,1,0,0.8221278323690597
cb080cb2-7248-42d1-bc45-343dd0a3fcba,P008,6.57,143.3,self_report,73.7,45,48.7,379.7,60.074642771152895,49,0.15821607261299156,613.301775147929,489.8773333333333,123.4244418145957,1,0,0.8221278323690597
7e79027f-1945-4752-bdbb-2ea91ce6f69f,P008,6.78,223.3,self_report,45.2,49,117.4,396.7,55.370454188490974,47,0.13957765109274256,493.08125,458.48125,34.60000000000002,1,4,-1.036550126271335
33392b4e-c437-426a-a8f4-4276037e9625,P008,7.76,294.3,self_report,103.4,68,123.8,403.5,58.3822253565985,48,0.14468953000396156,546.2285714285714,511.1183673469387,35.11020408163267,3,0,0.07593718868241317
f35d1a43-46bb-4354-9a45-c97bcda04d0f,P008,6.28,201.7,self_report,54.8,102,21.0,399.6,75.84667893634999,48,0.18980650384471967,587.4650887573964,486.6204444444445,100.84464431295191,0,0,1.195223154212383
df956141-e7a6-4ba8-917d-ac0ba656fc08,P008,7.62,145.0,self_report,62.1,50,67.3,375.3,47.032559644002646,49,0.12531990312817118,573.8367346938775,526.7265306122448,47.11020408163267,1,2,-0.10721114695113756
6a3c19b1-f582-4fd7-9bd9-ef1bbcca809e,P008,6.17,245.7,self_report,118.3,64,0.0,404.0,54.828468817830405,48,0.13571403172730298,622.2958579881657,534.1822485207101,88.1136094674556,3,1,-0.38873230097768546
d0938a3c-b7d0-445a-86ea-20614599e1bb,P008,6.39,162.2,self_report,111.3,63,63.5,399.7,64.3211488939327,48,0.16092356490851314,523.7048888888888,549.1976331360946,-25.492744247205792,5,2,-1.5995924343244308
1d73c84d-899b-48ef-8567-ec1ad679f704,P008,7.57,47.9,self_report,109.5,35,102.6,408.3,64.43492788831837,49,0.1578127060698466,551.591836734694,456.57599999999996,95.015836734694,5,1,-1.134922944664332
9671b7f3-cefe-4cdf-b6a4-e5c77c3418ce,P008,6.53,198.4,self_report,61.0,59,66.4,396.1,63.89284715485131,48,0.16130484007788767,477.125,455.925,21.19999999999999,1,1,0.35745834270896104
a2250ec6-1ff3-4ef9-a6fc-485f7448677f,P008,5.01,379.4,self_report,113.1,69,118.9,406.7,54.576874859117346,50,0.1341944304379576,632.3976331360948,464.16875000000005,168.22888313609474,3,2,-0.8534017906377841
a3bf3472-64f3-4a5f-bddf-2586ba70b726,P009,8.25,209.4,self_report,71.9,86,1.1,360.85,55.490547678254664,50,0.15377732486699366,557.1102040816326,542.4662721893491,14.64393189228349,0,1,0.7305536645522843
f64ef2e7-e0d2-4e56-aaa3-0cc52fc4779e,P009,9.33,237.0,self_report,163.6,35,81.8,365.6,61.47673362009196,48,0.1681529913022209,467.5625,569.9555555555556,-102.39305555555563,3,2,-0.8534017906377841
f92ee278-d1a1-4e4f-9f0f-bf8c165678eb,P009,6.4,289.6,self_report,57.0,57,84.1,367.25,54.852462149521905,46,0.14936000585302084,505.3795555555555,447.0613333333333,58.318222222222175,0,0,1.195223154212383
e0ffdb54-edb9-47c8-9c95-d118aa57e107,P009,9.62,159.5,self_report,102.7,38,41.6,348.6,70.39343800345013,49,0.201931835924986,544.5224489795918,404.725,139.79744897959176,0,1,0.7305536645522843
b3416d39-c2e0-4095-8687-920d6cbe64ec,P009,8.85,183.6,self_report,120.8,15,29.3,347.4,59.25350638323003,49,0.1705627702453369,504.9457777777778,477.2244897959184,27.721287981859405,1,0,0.8221278323690597
be374d6c-8c9d-4621-9235-cae1f5ebd3a2,P009,9.15,189.3,self_report,58.6,54,49.3,332.29999999999995,65.12597466073122,50,0.19598547896699134,470.7875,418.90133333333335,51.88616666666667,0,4,-0.6634548044280116
5a26d6a9-7e44-484c-8df1-438735f8c514,P009,7.95,218.1,self_report,0.0,92,62.3,350.8,59.12874213323419,49,0.16855399695904844,452.551111111111,419.0625,33.48861111111103,0,1,0.7305536645522843
77be8255-c470-496b-a74b-b0ac8324f845,P009,9.17,203.8,self_report,98.1,56,156.9,328.8,57.41858758115691,47,0.17463074081860375,450.8375,495.2408163265307,-44.40331632653073,1,0,0.8221278323690597
5441f60e-b219-460e-b297-26622475c807,P009,10.65,97.8,self_report,109.6,64,37.4,346.6,61.18765089171689,47,0.17653678849312432,439.18125,412.35,26.831249999999955,0,2,0.26588417489218574
d82a5492-6c1c-4a28-91ee-c268521fffe3,P009,9.44,79.6,self_report,45.9,89,0.0,354.9,53.981559745129694,49,0.15210357775466243,476.87111111111113,460.53061224489795,16.34049886621318,2,0,0.44903251052573645
79bd56d3-029c-48ea-a4da-469ceaf9dc32,P010,5.33,256.7,self_report,83.6,71,0.0,411.0,42.26066352972689,49,0.1028239988557832,535.7155555555556,485.25,50.465555555555625,0,1,0.7305536645522843
c5bf537c-ab11-424b-a8f3-ad9e821404c0,P010,6.46,296.3,self_report,65.7,89,101.0,440.6,53.958469314193906,47,0.12246588586970927,547.7902222222222,481.35,66.44022222222213,1,1,0.35745834270896104
b86450f0-8792-46bd-9c83-8c304a2f3831,P010,7.71,220.1,self_report,143.9,34,99.1,429.4,60.75972632309287,50,0.14149912976966203,676.6958579881658,535.1395555555556,141.5563024326102,1,1,0.35745834270896104
ef43cdfd-6cd6-4b4c-868c-01a928d38e9e,P010,6.48,122.2,self_report,109.2,59,33.6,413.9,56.17239128359238,49,0.13571488592315145,667.9573964497042,534.5137777777778,133.4436186719264,5,1,-1.134922944664332
66fc0436-5229-4adf-8293-dce814b01c9c,P010,5.37,121.4,self_report,113.7,49,111.8,443.8,57.42629733711151,49,0.12939679436032336,539.9182222222222,515.0125,24.905722222222153,10,1,-3.000399553880948
c3a874de-7df0-49f8-a61f-a8efddfa3488,P010,6.65,221.1,self_report,20.8,17,97.0,438.20000000000005,65.15584260336605,48,0.14868973665761306,620.9061224489795,527.9217777777778,92.98434467120171,3,0,0.07593718868241317
93119263-e45e-439f-92ae-e6d4973e611d,P010,5.74,382.8,self_report,75.4,48,107.5,437.95,67.2521963436398,46,0.15356135710386984,622.1065088757397,503.83750000000003,118.26900887573964,0,1,0.7305536645522843
af35110c-2c18-48df-af98-4a3542384fbd,P010,6.01,263.6,self_report,144.9,34,64.6,441.7,62.43888257442519,50,0.14136038617710028,535.61875,517.2551111111111,18.363638888888886,1,1,0.35745834270896104
ad20f7f7-ebaf-495c-8df7-e53a18cc4b6f,P010,6.47,168.9,self_report,96.9,49,55.7,423.35,68.68059355988115,48,0.16223123552587962,619.8530612244897,521.4008888888889,98.45217233560084,2,0,0.44903251052573645
3d78fc2a-8f81-450e-8bbf-8306d1a2a8b0,P010,8.17,155.8,self_report,82.9,63,159.4,414.75,64.97425235121243,46,0.15665883628984312,561.0808888888888,466.44374999999997,94.63713888888884,5,1,-1.134922944664332
90cbbacc-73b7-4271-9a10-86fb111864a7,P011,7.18,335.3,self_report,108.7,99,100.4,333.25,63.69295191170645,48,0.19112663739446797,450.38933333333335,392.07500000000005,58.31433333333331,2,1,-0.015636979134362197
ce7e94a6-8f31-4563-b3a6-3c5aaa3f10cb,P011,9.3,233.6,self_report,126.6,80,69.6,330.1,57.283043483277574,45,0.17353239467821135,580.8444444444445,413.12711111111105,167.7173333333335,3,2,-0.8534017906377841
51c37710-d8f3-4ede-aee5-1e844792ec0c,P011,7.78,28.3,self_report,72.3,90,50.8,325.85,57.42291348327603,48,0.17622499150920984,418.58124999999995,369.81875,48.76249999999993,3,1,-0.38873230097768546
aae165a5-0515-4253-af72-8397cb11a4ea,P011,9.57,240.2,self_report,87.9,38,65.2,344.85,51.99597770688648,48,0.15077853474521233,418.46875,435.4488888888889,-16.980138888888916,2,0,0.44903251052573645
a60b6eef-7d95-467a-a1c7-5aabc4be30d6,P011,6.66,376.5,self_report,85.4,48,137.3,353.6,56.60249616132559,47,0.16007493258293434,486.0125,437.5428571428571,48.4696428571429,3,1,-0.38873230097768546
1cda414c-0e51-488b-b091-66019808eee5,P011,7.38,205.7,self_report,89.1,52,75.9,334.5,58.80214296132388,48,0.1757911598245856,441.5625,415.9217777777777,25.64072222222228,0,3,-0.19878531476791284
d76c079f-884e-40fb-901e-9b89ddcb1f6c,P011,9.45,149.2,self_report,86.0,64,60.2,348.25,52.04555935888855,50,0.14944884238015377,523.0122448979592,458.22857142857134,64.7836734693879,1,3,-0.5718806366112361
f3429d37-fa55-41e8-89fe-20fbebe98284,P011,7.0,328.5,self_report,128.5,85,60.7,365.65,62.42880082840243,48,0.1707337640596265,433.8375,478.7673469387756,-44.9298469387756,0,2,0.26588417489218574
f2ee0281-e743-4b7d-bcf8-087a04c7fcc8,P011,6.53,179.6,self_report,135.6,45,96.4,329.05,65.96774568487754,48,0.20047939731006698,481.90204081632646,419.1573333333333,62.744707482993135,2,0,0.44903251052573645
972128d7-4048-41c3-8839-dec65cb9b511,P011,8.85,154.2,self_report,106.2,53,196.3,332.4,57.96032906133263,49,0.17436922100280575,454.33750000000003,416.2560000000001,38.08149999999995,2,1,-0.015636979134362197
ccdc88fe-ff18-42d8-a065-b56a16633ddd,P012,4.18,180.5,self_report,95.0,68,96.4,412.7,63.866220791301465,49,0.15475217056288215,526.776888888889,501.0346666666667,25.742222222222267,2,0,0.44903251052573645
9e548dae-6515-40ee-b291-fe133da9d802,P012,6.59,61.2,self_report,127.7,76,105.7,391.45,55.70924669520257,50,0.14231510204420122,587.8775510204081,499.20816326530615,88.66938775510192,2,1,-0.015636979134362197
36c81293-210e-4d7f-86d2-816c9df84de6,P012,5.08,153.4,self_report,114.3,26,99.3,396.4,60.992051799009516,49,0.1538649137210129,549.3404444444444,427.55625,121.78419444444444,1,1,0.35745834270896104
6e4bcf0a-7bc5-4d3b-8103-b6a2d333ee32,P012,5.02,95.2,self_report,205.6,80,114.9,404.45,65.13806201620486,48,0.16105343556979815,494.1625,473.08088888888886,21.081611111111158,1,0,0.8221278323690597
88d68032-1363-462c-848e-65d795c7cafb,P012,6.02,193.9,self_report,122.6,45,25.2,386.25,69.39055175936697,50,0.17965191394010865,593.6378698224852,484.84977777777783,108.78809204470735,0,3,-0.19878531476791284
2417414c-14ac-4846-9314-deda49d5d7f4,P012,5.07,254.4,self_report,76.1,64,7.4,398.25,61.9248463522089,48,0.1554923951091247,629.45325443787,483.456,145.99725443786997,4,3,-1.691166602141206
218496da-4270-41d5-8e48-3b45f2de6b2d,P012,4.74,172.2,self_report,0.0,92,90.3,401.35,58.24834301207616,48,0.14513104026928159,498.33244444444443,450.4746666666667,47.857777777777756,2,1,-0.015636979134362197
88864552-692d-4319-85e9-bc4ed23fc183,P012,5.39,243.2,self_report,103.6,35,103.1,405.55,62.77204892729417,50,0.1547825149236695,522.7918367346939,544.1224489795917,-21.330612244897793,1,1,0.35745834270896104
d2b05e31-b404-431c-8958-1c2739edf595,P012,4.91,225.5,self_report,76.1,13,127.4,400.3,61.59410766168671,49,0.15386986675415115,523.072,515.9673469387756,7.10465306122444,2,1,-0.015636979134362197
bd86efea-a7ed-42f9-9dfe-08a2ae43bdbe,P012,5.03,172.4,self_report,121.6,62,94.9,399.2,69.44939232532619,47,0.17397142366063675,559.2248888888888,528.2631111111111,30.961777777777684,1,2,-0.10721114695113756
ba959ee2-876f-49e8-9f04-a86796284a27,P013,6.45,254.7,self_report,85.6,119,48.5,366.0,62.97032566926755,48,0.1720500701346108,489.9555555555555,489.46938775510205,0.4861678004534724,1,0,0.8221278323690597
6de59bae-5464-49ad-b243-a2e52946ce3d,P013,7.62,208.4,self_report,52.0,63,26.1,353.2,59.53207290260968,49,0.1685506027820206,484.8853333333333,518.2530612244898,-33.367727891156505,3,0,0.07593718868241317
9ee0ae6f-6619-4654-b88d-9fb075639271,P013,7.35,202.2,self_report,65.5,36,112.8,373.75,60.63330132534372,48,0.16222956876346148,723.7157024793388,439.03125,284.6844524793388,2,0,0.44903251052573645
